,makespan,tardiness,throughput_op,throughput_j,flow_time,utilization,duration,n_decisions,instance,control_name
14466,12030.348596740389,90.25496487291971,0.08312311085241113,0.008312311085241114,778.43,5480.9,14.263228178024292,-1,3588__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14469,11598.953710358579,81.26002613246052,0.08621467288958473,0.008621467288958472,812.48,5596.8,15.213876247406006,-1,69189__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14472,12596.116146385908,112.44327415975289,0.07938955058674342,0.007938955058674344,815.25,5458.4,14.251927614212036,-1,69223__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14475,10878.762271579235,93.89982107996288,0.09192222194362128,0.009192222194362129,809.32,5488.1,15.078242063522339,-1,69274__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14478,11618.031212277689,98.50001388996223,0.08607310324172837,0.008607310324172838,815.37,5532.7,15.013069868087769,-1,69325__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14481,11053.599033854158,93.32840375145231,0.09046827164051027,0.009046827164051028,827.63,5567.1,15.024744987487793,-1,69368__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14484,11945.201297617405,93.69286819975838,0.08371562563784174,0.008371562563784175,795.72,5486.9,15.117424964904785,-1,69429__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14487,11307.16391410164,86.3194273587332,0.08843950681150539,0.008843950681150537,800.12,5495.8,15.218249320983887,-1,3939__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14490,9557.359524968928,150.79126531697074,0.10463140968878128,0.010463140968878128,911.49,5554.2,17.410752058029175,-1,69528__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14493,11617.097289186184,108.06944665087738,0.0860800228410632,0.00860800228410632,823.01,5534.2,15.380627632141113,-1,4034__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14496,10338.552906899376,107.15851700604792,0.09672533564466798,0.009672533564466798,832.44,5504.2,16.21143651008606,-1,36848__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14499,11294.552844461326,82.91959065192131,0.08853825501293612,0.008853825501293612,790.21,5472.6,15.045749187469482,-1,69671__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14502,11126.308294376013,134.44746863565422,0.0898770709513296,0.00898770709513296,854.68,5470.537225345948,16.417504787445072,-1,36943__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14505,10818.024647577635,102.41504284132162,0.0924383177684772,0.00924383177684772,822.6,5549.5,14.970569133758545,-1,69767__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14508,10800.393480377155,91.31659660205669,0.09258921925547099,0.0092589219255471,810.78,5503.8,15.856853008270265,-1,4281__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14511,11614.184664360502,84.63586642882724,0.08610161013442623,0.008610161013442622,785.03,5550.8,14.821072816848755,-1,4332__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14514,11202.211358755345,103.85231172063284,0.08926808894910086,0.008926808894910088,832.2,5546.4,14.995601654052734,-1,4390__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14517,11715.806551322989,97.73165958402427,0.08535477225740609,0.00853547722574061,796.89,5524.4,13.997718334197998,-1,4440__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14520,11915.438509221929,84.96107343301466,0.08392473338065166,0.008392473338065167,779.55,5454.6,13.83318281173706,-1,4478__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14523,13732.394293769907,87.21212132907068,0.07282051320458215,0.007282051320458216,777.31,5563.7,13.070719242095947,-1,70061__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14526,10381.66710795514,149.4327131120524,0.0963236433610679,0.009632364336106787,898.51,5560.125809439829,18.507615327835087,-1,70101__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14529,11413.582981994772,110.76742177658535,0.0876149059920558,0.008761490599205581,823.3,5491.407099041167,14.803043127059937,-1,37381__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
14532,12389.044736881091,114.59146960331348,0.08071647340356179,0.00807164734035618,800.88,5409.7,14.039969682693481,-1,70193__benchmarks/jssp_all/10_10 __orb10__lb944_ub944,CP3
